wavenumber_cm1,absorbance
1080.0000,0.048771
1081.0000,0.055602
1082.0000,0.061957
1083.0000,0.066282
1084.0000,0.073419
1085.0000,0.084858
1086.0000,0.100107
1087.0000,0.117680
1088.0000,0.135910
1089.0000,0.153070
1090.0000,0.167373
1091.0000,0.176527
1092.0000,0.179122
1093.0000,0.175313
1094.0000,0.169094
1095.0000,0.160130
1096.0000,0.148181
1097.0000,0.132120
1098.0000,0.114215
1099.0000,0.096531
1100.0000,0.080622
1101.0000,0.067545
1102.0000,0.058542
1103.0000,0.053724
1104.0000,0.051736
1105.0000,0.051854
1106.0000,0.052569
1107.0000,0.052223
1108.0000,0.051997
1109.0000,0.051858
1110.0000,0.051717
1111.0000,0.051738
1112.0000,0.051803
1113.0000,0.051930
1114.0000,0.052514
1115.0000,0.054088
1116.0000,0.056002
1117.0000,0.059291
1118.0000,0.064774
1119.0000,0.072948
1120.0000,0.084552
1121.0000,0.099752
1122.0000,0.116575
1123.0000,0.134280
1124.0000,0.148424
1125.0000,0.167038
1126.0000,0.172287
1127.0000,0.166457
1128.0000,0.152207
1129.0000,0.132673
1130.0000,0.112443
1131.0000,0.093253
1132.0000,0.080004
1133.0000,0.080814
1134.0000,0.094685
1135.0000,0.124187
1136.0000,0.145119
1137.0000,0.165667
1138.0000,0.189432
1139.0000,0.220443
1140.0000,0.287715
1141.0000,0.383309
1142.0000,0.499600
1143.0000,0.625448
1144.0000,0.744921
1145.0000,0.843346
1146.0000,0.911864
1147.0000,0.960039
1148.0000,0.958381
1149.0000,0.907759
1150.0000,0.833242
1151.0000,0.726920
1152.0000,0.591802
1153.0000,0.444879
1154.0000,0.304640
1155.0000,0.188324
1156.0000,0.114007
1157.0000,0.081958
1158.0000,0.058768
1159.0000,0.043886
1160.0000,0.034234
1161.0000,0.025659
1162.0000,0.014225
1163.0000,0.006151
1164.0000,0.001575
1165.0000,0.000446
1166.0000,0.002346
1167.0000,0.002625
1168.0000,0.002661
1169.0000,0.002691
1170.0000,0.002879
1171.0000,0.003188
1172.0000,0.003715
1173.0000,0.004689
1174.0000,0.006213
1175.0000,0.008299
1176.0000,0.011072
1177.0000,0.014609
1178.0000,0.018786
1179.0000,0.023411
1180.0000,0.028218
1181.0000,0.032983
1182.0000,0.037714
1183.0000,0.042465
1184.0000,0.047196
1185.0000,0.051997
1186.0000,0.057085
1187.0000,0.062585
1188.0000,0.068131
