wavenumber_cm1,absorbance
2882.0000,0.008221
2886.0000,0.007836
2890.0000,0.007450
2894.0000,0.007319
2898.0000,0.007301
2902.0000,0.007435
2906.0000,0.007591
2910.0000,0.007862
2914.0000,0.008409
2918.0000,0.009072
2922.0000,0.009855
2926.0000,0.010579
2930.0000,0.011803
2934.0000,0.012662
2938.0000,0.013377
2942.0000,0.013815
2946.0000,0.013704
2950.0000,0.013511
2954.0000,0.013132
2958.0000,0.012386
2962.0000,0.011589
2966.0000,0.010784
2970.0000,0.009882
2974.0000,0.008740
2978.0000,0.007721
2982.0000,0.006787
2986.0000,0.005728
2990.0000,0.004795
2994.0000,0.004102
2998.0000,0.003372
3002.0000,0.003389
3006.0000,0.003722
3010.0000,0.003882
3014.0000,0.004314
3018.0000,0.004559
3022.0000,0.004796
3026.0000,0.004916
3030.0000,0.004857
3034.0000,0.004840
3038.0000,0.004711
3042.0000,0.006240
3046.0000,0.007897
3050.0000,0.009079
3054.0000,0.009703
3058.0000,0.009936
3062.0000,0.009939
3066.0000,0.009910
3070.0000,0.009713
3074.0000,0.009754
3078.0000,0.010869
3082.0000,0.013991
3086.0000,0.018682
3090.0000,0.024842
3094.0000,0.032487
3098.0000,0.041765
3102.0000,0.051890
3106.0000,0.062533
3110.0000,0.073469
3114.0000,0.084603
3118.0000,0.094795
3122.0000,0.103464
3126.0000,0.110453
3130.0000,0.114983
3134.0000,0.115738
3138.0000,0.113192
3142.0000,0.107340
3146.0000,0.098888
3150.0000,0.088190
3154.0000,0.075786
3158.0000,0.061918
3162.0000,0.047951
3166.0000,0.034932
3170.0000,0.023473
3174.0000,0.013860
3178.0000,0.007334
3182.0000,0.003423
3186.0000,0.001613
3190.0000,0.000878
3194.0000,0.000476
3198.0000,0.000346
3202.0000,0.000287
3206.0000,0.000361
3210.0000,0.000510
3214.0000,0.000561
3218.0000,0.000697
3222.0000,0.000821
3226.0000,0.000791
3230.0000,0.000851
3234.0000,0.000565
3238.0000,0.000413
3242.0000,0.000477
3246.0000,0.000534
3250.0000,0.000556
3254.0000,0.000533
3258.0000,0.000639
3262.0000,0.001145
3266.0000,0.001507
3270.0000,0.001953
3274.0000,0.002182
3278.0000,0.002179
3282.0000,0.002371
3286.0000,0.002322
3290.0000,0.002154
3294.0000,0.002124
3298.0000,0.001889
3302.0000,0.002022
3306.0000,0.002301
3310.0000,0.002512
3314.0000,0.002626
3318.0000,0.002413
3322.0000,0.002444
3326.0000,0.002786
3330.0000,0.002962
3334.0000,0.003125
3338.0000,0.002841
3342.0000,0.002540
3346.0000,0.002673
3350.0000,0.002523
3354.0000,0.002451
3358.0000,0.001936
3362.0000,0.001549
3366.0000,0.001822
3370.0000,0.001877
3374.0000,0.002164
3378.0000,0.001899
3382.0000,0.001824
3386.0000,0.002356
3390.0000,0.002511
3394.0000,0.002667
3398.0000,0.002205
3402.0000,0.001956
3406.0000,0.002126
3410.0000,0.002328
3414.0000,0.002616
3418.0000,0.002473
3422.0000,0.002924
3426.0000,0.003426
3430.0000,0.004022
3434.0000,0.004691
3438.0000,0.005136
3442.0000,0.006209
3446.0000,0.007711
3450.0000,0.009790
3454.0000,0.012098
3458.0000,0.014821
3462.0000,0.019033
3466.0000,0.024621
3470.0000,0.033241
3474.0000,0.045672
3478.0000,0.061073
3482.0000,0.079330
3486.0000,0.099762
3490.0000,0.129193
3494.0000,0.170638
3498.0000,0.229009
3502.0000,0.305169
3506.0000,0.388400
3510.0000,0.462436
3514.0000,0.529023
3518.0000,0.572450
3522.0000,0.587221
3526.0000,0.582523
3530.0000,0.573189
3534.0000,0.562817
3538.0000,0.547735
3542.0000,0.521718
3546.0000,0.473932
3550.0000,0.403133
3554.0000,0.323981
3558.0000,0.233713
3562.0000,0.145915
3566.0000,0.077795
3570.0000,0.036141
3574.0000,0.016648
3578.0000,0.008475
3582.0000,0.005893
3586.0000,0.004366
3590.0000,0.003932
3594.0000,0.003470
3598.0000,0.002937
3602.0000,0.002949
3606.0000,0.003009
3610.0000,0.002791
3614.0000,0.002341
3618.0000,0.002427
3622.0000,0.002359
3626.0000,0.002180
3630.0000,0.002282
3634.0000,0.001910
3638.0000,0.002004
3642.0000,0.001897
3646.0000,0.002280
3650.0000,0.002496
3654.0000,0.002401
3658.0000,0.002863
3662.0000,0.002927
3666.0000,0.003074
3670.0000,0.003293
3674.0000,0.003267
3678.0000,0.003213
3682.0000,0.003011
3686.0000,0.003207
3690.0000,0.003414
3694.0000,0.003155
3698.0000,0.003295
3702.0000,0.003313
3706.0000,0.003132
3710.0000,0.003146
3714.0000,0.003194
3718.0000,0.002794
3722.0000,0.002799
3726.0000,0.002659
3730.0000,0.002508
3734.0000,0.002070
3738.0000,0.001995
3742.0000,0.002136
3746.0000,0.002439
3750.0000,0.003035
3754.0000,0.003844
3758.0000,0.004573
3762.0000,0.005613
3766.0000,0.006165
3770.0000,0.006505
3774.0000,0.006663
3778.0000,0.006551
3782.0000,0.006341
3786.0000,0.005806
3790.0000,0.005165
3794.0000,0.005211
3798.0000,0.005070
3802.0000,0.004840
3806.0000,0.004684
3810.0000,0.004872
3814.0000,0.005194
3818.0000,0.005777
3822.0000,0.006406
3826.0000,0.006725
3830.0000,0.007012
3834.0000,0.007370
3838.0000,0.007275
3842.0000,0.006944
3846.0000,0.006485
3850.0000,0.005942
3854.0000,0.005953
3858.0000,0.006374
3862.0000,0.006462
3866.0000,0.006471
3870.0000,0.006343
3874.0000,0.006222
3878.0000,0.006283
3882.0000,0.006023
3886.0000,0.005434
3890.0000,0.004883
3894.0000,0.004613
3898.0000,0.004364
3902.0000,0.003685
3906.0000,0.002831
3910.0000,0.002014
3914.0000,0.001485
3918.0000,0.001709
3922.0000,0.001993
3926.0000,0.002165
3930.0000,0.002586
3934.0000,0.003384
3938.0000,0.004538
3942.0000,0.005639
3946.0000,0.006783
3950.0000,0.008040
3954.0000,0.009435
3958.0000,0.010967
3962.0000,0.012636
3966.0000,0.014442
